age,gender,race,importance_same_religion,field,reading,gaming,dining,music,movies,tv,clubbing,hiking,exercise,sports,tvsports,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,age-range,FoodChoice,Smoking,Drinking,locations
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Non-Vegetarian,Sometimes,No,City View
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,No,Occasionally,Sherwood Estates
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,No,Yes,Arcola Sub
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Non-Vegetarian,Yes,Occasionally,Dewdney Place
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,Yes,Occasionally,Harbour Landing
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Non-Vegetarian,Sometimes,Yes,Harbour Landing
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Non-Vegetarian,No,No,Regent Park
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,Sometimes,No,Belvedere
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,Yes,No,Harbour Landing
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,No,No,Sherwood Estates
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,No,No,Riverside
28.0,female,european/caucasian-american,9.0,journalism,7.0,1.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,0.875,0.2,0.9,0.875,0.9,0.875,0.875,0.875,0.875,0.75,0.9,"(26, 30)",Vegetarian,Yes,Occasionally,Arcola Sub
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,No,Occasionally,Belvedere
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,Sometimes,Yes,Riverside
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,Yes,Occasionally,Regent Park
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,Sometimes,Occasionally,Highland Park
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,No,No,Grand Trunk Annex
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,Yes,Occasionally,Belvedere
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,Yes,Yes,Belvedere
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,Yes,Yes,Balbrigan Place
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,No,Yes,Wascana Crescents
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,Sometimes,Yes,Highland Park
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,Sometimes,No,Sherwood Estates
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,Sometimes,No,CPR Annex
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,Sometimes,Occasionally,Arcola Sub
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,Yes,Occasionally,Albert Park
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,No,Yes,Dewdney Place
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,Yes,No,Arcola Sub
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Vegetarian,No,Occasionally,Parkridge
25.0,female,other,7.0,elementary/childhood education [ma],8.0,1.0,8.0,9.0,8.0,6.0,7.0,9.0,5.0,5.0,5.0,1.0,0.2,1.0,0.9,1.0,0.75,0.875,0.9,1.0,1.0,0.7,"(21, 25)",Non-Vegetarian,Sometimes,Yes,Albert Park
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,Yes,No,Riverside
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Yes,Occasionally,Garden Ridge
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,Yes,Yes,Belvedere
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Yes,Yes,Albert Park
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Yes,Occasionally,Uplands
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,Sometimes,Yes,Arcola Sub
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,Yes,No,Highland Park
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,Sometimes,Occasionally,Lakewood
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,No,Yes,Lakewood
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Sometimes,Yes,City View
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,Sometimes,Yes,City View
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Yes,Occasionally,Sherwood Estates
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Yes,No,City View
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Sometimes,No,Dewdney Place
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,No,Yes,Creekside
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,No,Yes,Albert Park
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Vegetarian,Sometimes,Yes,CPR Annex
35.0,female,latino/hispanic american,5.0,economics,8.0,1.0,5.0,8.0,8.0,3.0,6.0,3.0,3.0,5.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.75,0.6,0.6,1.0,1.0,"(31, 35)",Non-Vegetarian,No,Yes,Regent Park
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,No,No,CPR Annex
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Vegetarian,Sometimes,Yes,Regent Park
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,No,Occasionally,Sherwood Estates
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Vegetarian,No,No,Balbrigan Place
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,Yes,Occasionally,Harbour Landing
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,No,No,Uplands
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,No,Yes,City View
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,No,No,Creekside
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Vegetarian,Sometimes,No,Albert Park
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,Sometimes,Yes,Dewdney Place
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Vegetarian,Yes,Yes,Riverside
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,Sometimes,Yes,Westhill
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,No,No,Grand Trunk Annex
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,Sometimes,No,Lakewood
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Vegetarian,Yes,No,Dewdney Place
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Vegetarian,No,No,CPR Annex
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,No,Occasionally,Lakewood
32.0,female,latino/hispanic american,1.0,microbiology,9.0,1.0,9.0,9.0,10.0,1.0,9.0,3.0,9.0,7.0,1.0,0.9,0.2,0.9,0.9,1.0,0.2,0.9,0.6,0.9,0.875,1.0,"(31, 35)",Non-Vegetarian,Sometimes,No,Wascana Crescents
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Yes,Occasionally,Westhill
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Yes,No,Belvedere
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,No,Occasionally,Dewdney Place
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Sometimes,No,Sherwood Estates
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Sometimes,No,Riverside
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Sometimes,Occasionally,CPR Annex
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Yes,No,Riverside
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Yes,Occasionally,Balbrigan Place
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Sometimes,Occasionally,Riverside
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,Yes,No,Highland Park
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Yes,Creekside
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,Sometimes,Yes,Grand Trunk Annex
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Belvedere
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Grand Trunk Annex
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,Yes,Yes,Wascana Crescents
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Vegetarian,No,No,CPR Annex
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,No,Occasionally,Highland Park
30.0,female,european/caucasian-american,5.0,masters of social work,8.0,4.0,9.0,8.0,7.0,4.0,7.0,8.0,4.0,2.0,3.0,1.0,0.8,0.9,1.0,0.875,0.8,0.875,1.0,0.8,0.4,1.0,"(26, 30)",Non-Vegetarian,No,Occasionally,Balbrigan Place
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Non-Vegetarian,Yes,No,Lakewood
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Non-Vegetarian,Sometimes,No,Garden Ridge
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Vegetarian,No,Occasionally,Riverside
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Vegetarian,No,Occasionally,Creekside
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Vegetarian,Yes,Occasionally,Riverside
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Vegetarian,No,Yes,Parkridge
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Vegetarian,Yes,Yes,Sherwood Estates
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Non-Vegetarian,No,Occasionally,Regent Park
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Vegetarian,Sometimes,Yes,Dewdney Place
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Non-Vegetarian,Yes,Occasionally,Sherwood Estates
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Non-Vegetarian,Sometimes,Yes,Sherwood Estates
22.0,female,european/caucasian-american,1.0,communications,4.0,1.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,2.0,2.0,0.8,0.2,0.8,1.0,1.0,0.875,0.75,0.4,0.2,0.4,1.0,"(21, 25)",Vegetarian,Sometimes,Yes,Creekside
