age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,undergrad - gs,0.8,1.0,0.875,1.0,1.0,0.75,1.0,0.2,0.75,0.6,0.4,Yes,Occasionally,Albert Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,undergrad - gs,0.8,1.0,0.875,1.0,1.0,0.75,1.0,0.2,0.75,0.6,0.4,Sometimes,No,Churchill Place
"(21, 25)",male,european/caucasian-american,Vegetarian,undergrad - gs,0.8,1.0,0.875,1.0,1.0,0.75,1.0,0.2,0.75,0.6,0.4,No,No,Mirror Sun Gardens
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,undergrad - gs,0.8,1.0,0.875,1.0,1.0,0.75,1.0,0.2,0.75,0.6,0.4,Yes,Occasionally,Arcola Sub
"(21, 25)",male,european/caucasian-american,Vegetarian,undergrad - gs,0.8,1.0,0.875,1.0,1.0,0.75,1.0,0.2,0.75,0.6,0.4,Sometimes,Occasionally,Assiniboia East
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,No,Fairways West
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Sometimes,Occasionally,Eastpoint Estates
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Sometimes,Yes,Whitmore Park
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,No,Belvedere
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,Yes,Whitmore Park
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,No,Lakeview Annex
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,Yes,Industrial Centre
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,Yes,Normanview West Addition
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Sometimes,Yes,River Heights
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Yes,Yes,Premier Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Sometimes,No,North Regina
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,Yes,Rothwell Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,Yes,Parliament Place
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,Yes,Assiniboia East
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Yes,Occasionally,Rochdale Park
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Sometimes,Yes,Rosemont South
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,No,Lakeridge
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,Sometimes,No,Eastgate
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,mathematical finance,0.9,1.0,0.875,1.0,0.75,1.0,0.875,0.4,1.0,1.0,0.6,No,Occasionally,Whitmore Park
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Yes,Yes,Douglas Place
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Yes,Occasionally,Mayfair
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Yes,Occasionally,Mirror Sun Gardens
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,No,No,North Annex
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,No,Garden Ridge
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,No,Occasionally,Windsor Park
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,No,Yes,Mayfair
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,Occasionally,Balbrigan Place
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,No,Douglas Place
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,Yes,Arcola Sub
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Yes,Occasionally,Innismore
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,Occasionally,Lakeview
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,Yes,Spruce Meadows
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,Occasionally,Grand Trunk Annex
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,No,North Annex
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,No,No,Balbrigan Place
"(26, 30)",male,black/african american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,Occasionally,Glen Elm Park South
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Yes,Occasionally,Lakeview Annex
"(26, 30)",male,black/african american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,0.75,1.0,0.8,0.6,1.0,0.8,Sometimes,Yes,Rosemont South
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,No,No,University Park East
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,Occasionally,Windsor Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Sometimes,Occasionally,Parkridge
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Sometimes,Occasionally,Lakeview Annex
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,No,Wood Meadows
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,Occasionally,Assiniboia Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,No,Dewdney Place
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,Occasionally,Premier Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,No,Wascana Park
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Sometimes,Occasionally,Coventry Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,Yes,Argyle Park
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Sometimes,Yes,Balbrigan Place
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,No,Yes,Arnhem Place
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,No,No,Maple Ridge
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,No,Eastgate
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Sometimes,Occasionally,Lakeview
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Sometimes,Yes,Normandy Heights
"(21, 25)",male,european/caucasian-american,Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Sometimes,Yes,Douglas Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,0.6,0.4,0.75,0.875,0.8,0.75,0.875,0.75,1.0,Yes,No,Hillsdale
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,Occasionally,Coronation Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,No,No,Rochdale Park
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,No,Eastpoint Estates
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,Occasionally,Highland Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,No,Yes,River Heights
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,Yes,Glencairn
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,No,Yes,Lakeview Annex
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,No,Yes,Varsity Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,No,Yes,Albert Park
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,No,Occasionally,Parkridge
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,Occasionally,Grand Trunk Annex
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Sometimes,Yes,Lakeview Annex
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,Occasionally,Rosemont North
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,Occasionally,Belvedere
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Sometimes,Occasionally,Douglas Place
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,No,Garden Ridge
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,No,Lakesidge Gardens
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Yes,Occasionally,Lakeview
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.6,0.6,0.75,1.0,0.75,0.875,0.6,0.6,0.6,1.0,0.9,Sometimes,No,Mount Pleasant
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,No,Occasionally,Lakeview
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,Yes,Douglas Park
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Yes,No,Windsor Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Yes,No,Rochdale Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,No,Eastgate
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,No,Occasionally,Rosemont
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Yes,Yes,Westridge
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,Yes,Hillsdale
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Yes,Yes,City View
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,No,Douglas Place
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,Yes,Argyle Park
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,No,No,Regent Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,Yes,Hillsdale
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,No,Yes,Grand Trunk Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Yes,Occasionally,Rosemont
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,Occasionally,Dieppe Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,No,Occasionally,Eastgate
"(26, 30)",male,european/caucasian-american,Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Yes,No,Belvedere
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,medicine,0.9,0.8,1.0,0.9,0.9,1.0,0.8,1.0,0.6,1.0,0.4,Sometimes,No,McCarthy Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,Occasionally,Sherwood Estates
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Yes,Yes,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,No,No,Lakeridge
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,No,Yes,Belvedere
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,No,No,Regent Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,Occasionally,Windsor Place
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,No,Dominion Heights
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,Yes,Argyle Park
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,Yes,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Yes,No,Hillsdale
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,No,No,Parkview
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Yes,No,Rosemont
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,No,Occasionally,Wascana Addition
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,Yes,Lewvan Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,No,Occasionally,Normandy Heights
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,No,Yes,Grand Trunk Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,Occasionally,Eastern Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Yes,Yes,Lakewood
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,0.875,0.2,1.0,0.9,0.75,0.2,0.6,1.0,0.4,1.0,1.0,Sometimes,No,Arcola Sub
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Yes,Yes,Parkridge
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Yes,Yes,Windsor Place
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Yes,Occasionally,Assiniboia Place
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,No,Occasionally,Rochdale Park
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,No,Yes,Parliament Place
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Sometimes,No,Tuxedo Park
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Yes,Yes,Spruce Meadows
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Sometimes,Occasionally,Harbour Landing
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Sometimes,No,Windsor Park
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Yes,Yes,Industrial Centre
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Sometimes,No,Glen Elm Park South
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,No,No,Wascana Crescents
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,No,No,Lewvan Park
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,No,No,Argyle Park
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,No,Occasionally,Balbrigan Place
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Sometimes,Yes,Assiniboia East
"(21, 25)",male,black/african american,Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Yes,Occasionally,Parkridge
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,No,Occasionally,Richmond Place
"(21, 25)",male,black/african american,Non-Vegetarian,law,0.9,0.75,1.0,1.0,1.0,0.875,1.0,0.2,0.8,1.0,1.0,Yes,No,Dieppe Place
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,Sometimes,Yes,Regent Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,Sometimes,No,Argyle Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,No,Yes,Mount Royal
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,Sometimes,Yes,Riverside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,Yes,No,Rothwell Place
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,Sometimes,Yes,Westridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,No,Yes,Washington Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,Yes,No,Woodland Grove
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,Yes,No,Pasqua Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.2,1.0,0.9,0.875,1.0,0.875,0.4,1.0,0.4,0.9,No,Occasionally,Coventry Place
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.2,0.9,0.9,0.9,0.9,1.0,0.9,1.0,0.8,1.0,No,Occasionally,Normandy Heights
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.2,0.9,0.9,0.9,0.9,1.0,0.9,1.0,0.8,1.0,No,Occasionally,Walsh Acres
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.2,0.9,0.9,0.9,0.9,1.0,0.9,1.0,0.8,1.0,Sometimes,Occasionally,Normanview West
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.2,0.9,0.9,0.9,0.9,1.0,0.9,1.0,0.8,1.0,Yes,Occasionally,McCarthy Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.2,0.9,0.9,0.9,0.9,1.0,0.9,1.0,0.8,1.0,Sometimes,Occasionally,Parliament Place
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.2,0.9,0.9,0.9,0.9,1.0,0.9,1.0,0.8,1.0,No,Yes,Coronation Park
