age-range,gender,race,importance_same_religion,field,reading,gaming,dining,music,movies,tv,clubbing,hiking,exercise,sports,tvsports,FoodChoice,locations,theater_normalized,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,tvsports_normalized,funny_normalized,importance_same_religion_normalized,compatbilityScore
"(21, 25)",female,european/caucasian-american,7.0,mathematics,7.0,6.0,8.0,7.0,8.0,9.0,9.0,5.0,9.0,9.0,7.0,Non-Vegetarian,Balbrigan Place,1.0,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.875,0.9,0.7,0
"(21, 25)",female,european/caucasian-american,7.0,mathematics,7.0,6.0,8.0,7.0,8.0,9.0,9.0,5.0,9.0,9.0,7.0,Non-Vegetarian,Riverside,1.0,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.875,0.9,0.7,0
"(21, 25)",female,european/caucasian-american,7.0,mathematics,7.0,6.0,8.0,7.0,8.0,9.0,9.0,5.0,9.0,9.0,7.0,Vegetarian,Arcola Sub,1.0,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.875,0.9,0.7,0
"(21, 25)",female,european/caucasian-american,7.0,mathematics,7.0,6.0,8.0,7.0,8.0,9.0,9.0,5.0,9.0,9.0,7.0,Non-Vegetarian,Belvedere,1.0,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.875,0.9,0.7,0
"(21, 25)",female,european/caucasian-american,7.0,mathematics,7.0,6.0,8.0,7.0,8.0,9.0,9.0,5.0,9.0,9.0,7.0,Non-Vegetarian,Lakewood,1.0,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.875,0.9,0.7,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Vegetarian,Balbrigan Place,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Non-Vegetarian,Sherwood Estates,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Non-Vegetarian,Lakewood,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Vegetarian,Highland Park,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Vegetarian,Harbour Landing,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Non-Vegetarian,Highland Park,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Non-Vegetarian,Belvedere,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Vegetarian,Sherwood Estates,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Vegetarian,Lakewood,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Non-Vegetarian,Regent Park,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Vegetarian,Belvedere,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,statistics,9.0,1.0,6.0,7.0,6.0,1.0,3.0,7.0,4.0,6.0,1.0,Non-Vegetarian,Riverside,0.9,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.2,1.0,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Non-Vegetarian,Sherwood Estates,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Vegetarian,CPR Annex,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Vegetarian,Sherwood Estates,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Vegetarian,Albert Park,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Non-Vegetarian,City View,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Vegetarian,Uplands,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Vegetarian,Balbrigan Place,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Non-Vegetarian,CPR Annex,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Non-Vegetarian,Uplands,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Vegetarian,Balbrigan Place,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(26, 30)",female,european/caucasian-american,8.0,organizational psychology,5.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,Vegetarian,Sherwood Estates,1.0,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,0.9,0.8,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Non-Vegetarian,Westhill,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,Balbrigan Place,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,Garden Ridge,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,CPR Annex,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,Highland Park,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,Sherwood Estates,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,Highland Park,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Non-Vegetarian,Uplands,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,Sherwood Estates,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Vegetarian,CPR Annex,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Non-Vegetarian,Albert Park,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,black/african american,1.0,law,2.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,2.0,Non-Vegetarian,Sherwood Estates,1.0,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,0.4,1.0,1.0,0
"(21, 25)",female,latino/hispanic american,4.0,law,10.0,1.0,10.0,9.0,10.0,9.0,5.0,7.0,4.0,3.0,2.0,Vegetarian,Creekside,0.9,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.4,1.0,0.8,0
"(21, 25)",female,latino/hispanic american,4.0,law,10.0,1.0,10.0,9.0,10.0,9.0,5.0,7.0,4.0,3.0,2.0,Non-Vegetarian,Sherwood Estates,0.9,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.4,1.0,0.8,0
"(21, 25)",female,latino/hispanic american,4.0,law,10.0,1.0,10.0,9.0,10.0,9.0,5.0,7.0,4.0,3.0,2.0,Non-Vegetarian,Highland Park,0.9,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.4,1.0,0.8,0
"(21, 25)",female,latino/hispanic american,4.0,law,10.0,1.0,10.0,9.0,10.0,9.0,5.0,7.0,4.0,3.0,2.0,Non-Vegetarian,Sherwood Estates,0.9,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.4,1.0,0.8,0
"(21, 25)",female,latino/hispanic american,4.0,law,10.0,1.0,10.0,9.0,10.0,9.0,5.0,7.0,4.0,3.0,2.0,Non-Vegetarian,CPR Annex,0.9,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.4,1.0,0.8,0
"(21, 25)",female,latino/hispanic american,4.0,law,10.0,1.0,10.0,9.0,10.0,9.0,5.0,7.0,4.0,3.0,2.0,Non-Vegetarian,Dewdney Place,0.9,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.4,1.0,0.8,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,Riverside,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Non-Vegetarian,Sherwood Estates,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,Parkridge,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,City View,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,Riverside,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,Albert Park,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,CPR Annex,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Non-Vegetarian,Highland Park,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Non-Vegetarian,Balbrigan Place,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Non-Vegetarian,Belvedere,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,Balbrigan Place,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Vegetarian,Parkridge,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,operations research,7.0,7.0,7.0,10.0,8.0,5.0,9.0,5.0,3.0,4.0,9.0,Non-Vegetarian,Westhill,1.0,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.9,0.9,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,mechanical engineering,9.0,1.0,5.0,5.0,7.0,8.0,1.0,3.0,7.0,1.0,1.0,Non-Vegetarian,Wascana Crescents,1.0,0.9,0.2,1.0,1.0,0.875,1.0,0.2,0.6,0.875,0.2,0.2,1.0,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,mechanical engineering,9.0,1.0,5.0,5.0,7.0,8.0,1.0,3.0,7.0,1.0,1.0,Vegetarian,Westhill,1.0,0.9,0.2,1.0,1.0,0.875,1.0,0.2,0.6,0.875,0.2,0.2,1.0,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,mechanical engineering,9.0,1.0,5.0,5.0,7.0,8.0,1.0,3.0,7.0,1.0,1.0,Non-Vegetarian,Uplands,1.0,0.9,0.2,1.0,1.0,0.875,1.0,0.2,0.6,0.875,0.2,0.2,1.0,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,mechanical engineering,9.0,1.0,5.0,5.0,7.0,8.0,1.0,3.0,7.0,1.0,1.0,Vegetarian,Garden Ridge,1.0,0.9,0.2,1.0,1.0,0.875,1.0,0.2,0.6,0.875,0.2,0.2,1.0,0.6,0
"(21, 25)",male,asian/pacific islander/asian-american,6.0,mechanical engineering,9.0,1.0,5.0,5.0,7.0,8.0,1.0,3.0,7.0,1.0,1.0,Non-Vegetarian,Sherwood Estates,1.0,0.9,0.2,1.0,1.0,0.875,1.0,0.2,0.6,0.875,0.2,0.2,1.0,0.6,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,CPR Annex,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Non-Vegetarian,Sherwood Estates,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Non-Vegetarian,Uplands,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Non-Vegetarian,Dewdney Place,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,Sherwood Estates,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Non-Vegetarian,Garden Ridge,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Non-Vegetarian,Riverside,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,City View,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Non-Vegetarian,Arcola Sub,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,Lakewood,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Non-Vegetarian,Sherwood Estates,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,City View,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,Albert Park,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,Sherwood Estates,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,1.0,economics,9.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,8.0,9.0,Vegetarian,Sherwood Estates,0.875,0.9,1.0,1.0,1.0,0.8,0.75,1.0,0.4,0.75,1.0,0.9,0.875,1.0,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Albert Park,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Vegetarian,City View,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Vegetarian,Arcola Sub,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Harbour Landing,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Dewdney Place,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Riverside,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Highland Park,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Vegetarian,Sherwood Estates,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Sherwood Estates,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Vegetarian,City View,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Sherwood Estates,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Uplands,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Vegetarian,Grand Trunk Annex,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,City View,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Vegetarian,Highland Park,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
"(21, 25)",male,european/caucasian-american,3.0,psychology,8.0,6.0,7.0,1.0,3.0,1.0,7.0,10.0,8.0,9.0,1.0,Non-Vegetarian,Uplands,0.875,1.0,0.75,0.875,0.2,0.6,0.2,0.875,1.0,1.0,0.9,0.2,0.9,0.6,0
