age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Yes,No,Harbour Landing
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,No,No,Lakewood
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Sometimes,Occasionally,Belvedere
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,No,No,City View
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,No,No,Harbour Landing
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Sometimes,Occasionally,Lakewood
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Sometimes,No,Lakewood
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,No,Yes,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,No,Occasionally,Regent Park
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Yes,Occasionally,Parkridge
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Sometimes,No,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,No,Occasionally,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Sometimes,Yes,Wascana Crescents
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.4,1.0,0.875,1.0,1.0,0.75,0.875,0.875,0.6,0.8,Sometimes,No,Parkridge
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Yes,No,Regent Park
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Yes,Yes,Harbour Landing
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Sometimes,Yes,City View
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,No,Yes,Regent Park
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Sometimes,No,Sherwood Estates
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Sometimes,No,Garden Ridge
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Sometimes,Occasionally,Creekside
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Sometimes,Occasionally,Uplands
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Yes,Yes,Riverside
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Sometimes,Yes,Grand Trunk Annex
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,No,Occasionally,Sherwood Estates
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Yes,Occasionally,Belvedere
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,No,Yes,CPR Annex
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Sometimes,No,Parkridge
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Yes,No,Creekside
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,0.9,0.4,0.9,1.0,0.875,0.75,0.8,0.2,1.0,0.8,1.0,Yes,No,Arcola Sub
"(26, 30)",female,european/caucasian-american,Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Sometimes,No,Lakewood
"(26, 30)",female,european/caucasian-american,Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Yes,Occasionally,Westhill
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,No,Occasionally,Garden Ridge
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Sometimes,No,Belvedere
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Yes,Yes,Highland Park
"(26, 30)",female,european/caucasian-american,Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Sometimes,No,Uplands
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Sometimes,Occasionally,Grand Trunk Annex
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Yes,No,Arcola Sub
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Sometimes,No,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,No,No,Westhill
"(26, 30)",female,european/caucasian-american,Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Sometimes,Occasionally,CPR Annex
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Yes,Occasionally,CPR Annex
"(26, 30)",female,european/caucasian-american,Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,No,No,Highland Park
"(26, 30)",female,european/caucasian-american,Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Yes,Yes,Highland Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,educational psychology,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75,1.0,0.8,0.8,Sometimes,Yes,Sherwood Estates
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,No,Occasionally,Lakewood
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Sometimes,No,Sherwood Estates
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,No,No,Wascana Crescents
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Sometimes,Yes,Sherwood Estates
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Sometimes,No,Dewdney Place
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Sometimes,Occasionally,Highland Park
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Yes,Occasionally,Creekside
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Yes,Occasionally,Dewdney Place
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Yes,No,Regent Park
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,No,Occasionally,Riverside
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Yes,No,Uplands
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,No,Occasionally,Dewdney Place
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Yes,Occasionally,Grand Trunk Annex
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,Yes,No,Westhill
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,No,Yes,Wascana Crescents
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,applied maths/econs,0.875,0.8,0.875,0.875,1.0,0.75,0.875,1.0,0.75,0.875,0.4,No,Yes,CPR Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,No,Garden Ridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,Yes,Westhill
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,Occasionally,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Sometimes,Occasionally,Harbour Landing
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Sometimes,Yes,Garden Ridge
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Yes,Yes,Highland Park
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,Occasionally,Parkridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Yes,Occasionally,Balbrigan Place
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,Occasionally,Harbour Landing
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,Occasionally,Belvedere
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Sometimes,Yes,CPR Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Sometimes,Occasionally,Creekside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,Occasionally,Harbour Landing
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Yes,Yes,Uplands
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,No,Yes,Wascana Crescents
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.75,1.0,0.875,1.0,0.9,0.9,1.0,0.9,0.9,0.7,Sometimes,No,Westhill
"(26, 30)",female,european/caucasian-american,Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Yes,No,Harbour Landing
"(26, 30)",female,european/caucasian-american,Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Sometimes,Occasionally,Albert Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Yes,No,Creekside
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Sometimes,Yes,Arcola Sub
"(26, 30)",female,european/caucasian-american,Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,No,Occasionally,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,No,No,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Sometimes,Yes,Wascana Crescents
"(26, 30)",female,european/caucasian-american,Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,No,No,Arcola Sub
"(26, 30)",female,european/caucasian-american,Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,No,Yes,Belvedere
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,No,Yes,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Yes,Occasionally,Parkridge
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Sometimes,Occasionally,Albert Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Sometimes,No,Uplands
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Yes,Yes,Uplands
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Sometimes,No,Harbour Landing
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,statistics,0.9,0.2,0.75,0.875,0.75,0.2,0.6,0.875,0.8,0.75,0.8,Sometimes,Yes,Uplands
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,No,No,Balbrigan Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Yes,Yes,Balbrigan Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,No,No,Belvedere
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Yes,No,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Yes,No,Lakewood
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,No,Yes,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Sometimes,Occasionally,Lakewood
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Sometimes,Yes,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Yes,No,Belvedere
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Yes,Yes,Belvedere
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Yes,Yes,Westhill
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Yes,No,Parkridge
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,No,No,Dewdney Place
"(26, 30)",female,european/caucasian-american,Vegetarian,organizational psychology,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,0.75,0.75,0.8,Sometimes,Yes,Belvedere
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Yes,No,Harbour Landing
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Sometimes,No,Harbour Landing
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Yes,Yes,Garden Ridge
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Yes,No,Belvedere
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,No,Occasionally,Wascana Crescents
"(21, 25)",female,black/african american,Non-Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,No,No,Harbour Landing
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,No,Occasionally,Grand Trunk Annex
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Sometimes,Occasionally,Westhill
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,No,No,Uplands
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,No,Yes,Highland Park
"(21, 25)",female,black/african american,Non-Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Yes,Occasionally,CPR Annex
"(21, 25)",female,black/african american,Non-Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Sometimes,Occasionally,Regent Park
"(21, 25)",female,black/african american,Non-Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Sometimes,No,Garden Ridge
"(21, 25)",female,black/african american,Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,No,No,Regent Park
"(21, 25)",female,black/african american,Non-Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,Sometimes,No,Riverside
"(21, 25)",female,black/african american,Non-Vegetarian,law,0.4,0.8,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.875,1.0,No,No,Arcola Sub
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Yes,Yes,Sherwood Estates
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,No,No,CPR Annex
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Yes,Occasionally,Belvedere
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Sometimes,No,Wascana Crescents
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Yes,Yes,Albert Park
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Yes,No,CPR Annex
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Sometimes,No,Lakewood
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Yes,Yes,Wascana Crescents
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,No,Occasionally,Riverside
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Sometimes,Yes,Albert Park
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Sometimes,Occasionally,Regent Park
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,Sometimes,Occasionally,City View
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,No,Yes,Lakewood
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,No,Occasionally,Sherwood Estates
"(21, 25)",female,latino/hispanic american,Vegetarian,law,1.0,0.2,1.0,0.9,1.0,0.9,1.0,0.875,0.8,0.6,0.8,No,Yes,CPR Annex
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,No,No,Wascana Crescents
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Sometimes,Occasionally,Creekside
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,No,Occasionally,Uplands
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Yes,Occasionally,Uplands
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Yes,No,City View
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Sometimes,Yes,Creekside
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Sometimes,Yes,CPR Annex
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Yes,Occasionally,Balbrigan Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,No,Yes,Balbrigan Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Yes,Yes,Parkridge
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Sometimes,No,Harbour Landing
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Yes,No,Sherwood Estates
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.875,0.875,1.0,1.0,1.0,0.9,1.0,0.6,0.8,0.6,Sometimes,Yes,Sherwood Estates
